y,u,phi
0.0,0.0013493723849372
9.143807148794679e-07,0.0024476987447698
1.8079800498753152e-06,0.003765690376569
2.618453865336658e-06,0.0052405857740585
3.5328345802161276e-06,0.006668410041841
4.3640897755610985e-06,0.0077981171548117
5.257689110556944e-06,0.0087081589958159
6.026600166251042e-06,0.0094142259414225
6.961762261014134e-06,0.0101987447698744
7.730673316708231e-06,0.010873430962343
8.6450540315877e-06,0.0116422594142259
9.497090606816294e-06,0.0123169456066945
1.034912718204489e-05,0.0126935146443514
1.1201163757273483e-05,0.0126935146443514
1.2053200332502079e-05,0.0126621338912133
1.2946799667497924e-05,0.0126307531380753
1.384039900249377e-05,0.0126150627615062
1.463009143807149e-05,0.0126307531380753
1.5523690773067334e-05,0.0124895397489539
1.639650872817955e-05,0.0121914225941422
1.7248545303408146e-05,0.0116265690376569
1.8121363258520372e-05,0.0110774058577405
1.895261845386534e-05,0.010449790794979
1.9846217788861184e-05,0.0096338912133891
2.0656691604322524e-05,0.0086924686192468
2.1467165419783878e-05,0.0075941422594142
2.236076475477972e-05,0.0063075313807531
2.3254364089775562e-05,0.0049895397489539
2.4127182044887785e-05,0.0035774058577405
2.5000000000000005e-05,0.0013964435146443
