Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.8,0,0,0,4.53350003e-06,1742.17004,8.94462455e-13,1,0,0.00850000046,0,4.99999987e-06
0.8,0.00228893827,6.94731384e-08,0,-6.60348906e-06,1647.87915,6.28531268e-07,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
0.8,0.00445029698,9.56652798e-07,0,0.000101807316,1544.07678,2.11021961e-06,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
0.8,0.00645890692,1.60413742e-06,0,0.00626608962,1371.34119,-1.0100033e-06,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
0.8,0.00815333985,-7.21799097e-07,0,0.0484269932,1075.69788,-2.37824188e-05,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
0.8,0.00935949385,-2.06266395e-06,0,0.123980731,743.848267,-7.47444574e-05,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
0.8,0.0101528568,-4.69286221e-07,0,0.180980191,504.5578,-0.000134395814,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
0.8,0.0107145207,3.45359268e-07,0,0.212852299,367.150879,-0.000179389928,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
0.8,0.0111410841,2.15866436e-07,0,0.235637963,281.781525,-0.000208294688,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
0.8,0.0114739109,7.06610521e-08,0,0.25373289,220.459488,-0.000227962082,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
0.8,0.0117354942,4.14961043e-08,0,0.269202441,173.226151,-0.000241932386,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
0.8,0.0119410949,3.43352653e-08,0,0.282435238,135.641098,-0.000251564023,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
0.8,0.01210141,2.16497718e-08,0,0.294519186,105.008331,-0.000257973297,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
0.8,0.0122244097,1.26911326e-08,0,0.305535674,79.6810455,-0.000262139714,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
0.8,0.0123164048,8.13771628e-09,0,0.315940976,58.6278038,-0.000264743227,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
0.8,0.0123826051,5.5732019e-09,0,0.325587153,41.136631,-0.000266253483,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
0.8,0.0124273989,3.68609432e-09,0,0.334707141,26.6467571,-0.000267032068,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
0.8,0.0124544958,2.23015451e-09,0,0.343150616,14.6913319,-0.000267365598,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
0.8,0.0124670351,8.35883085e-10,0,0.349111885,6.97114086,-0.000267469237,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
0.8,0.0124670351,-8.35881975e-10,0,0.349111885,6.97113752,-0.000267469237,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
0.8,0.0124544967,-2.23015295e-09,0,0.343150645,14.6913176,-0.000267365598,1,2.70270266e-05,0.00850000046,2.70270266e-05,4.99999987e-06
0.8,0.0124273989,-3.68609165e-09,0,0.334707141,26.64674,-0.000267032068,1,2.83783775e-05,0.00850000046,2.83783775e-05,4.99999987e-06
0.8,0.0123826051,-5.57320057e-09,0,0.325587153,41.1366196,-0.000266253483,1,2.97297283e-05,0.00850000046,2.97297283e-05,4.99999987e-06
0.8,0.0123164048,-8.13771006e-09,0,0.315941006,58.6277695,-0.000264743227,1,3.10810792e-05,0.00850000046,3.10810792e-05,4.99999987e-06
0.8,0.0122244107,-1.26911246e-08,0,0.305535704,79.681015,-0.000262139714,1,3.24324319e-05,0.00850000046,3.24324319e-05,4.99999987e-06
0.8,0.01210141,-2.16497718e-08,0,0.294519186,105.008331,-0.000257973297,1,3.37837846e-05,0.00850000046,3.37837846e-05,4.99999987e-06
0.8,0.0119410949,-3.43352475e-08,0,0.282435268,135.641022,-0.000251564023,1,3.51351337e-05,0.00850000046,3.51351337e-05,4.99999987e-06
0.8,0.0117354952,-4.14960972e-08,0,0.269202441,173.226089,-0.000241932401,1,3.64864864e-05,0.00850000046,3.64864864e-05,4.99999987e-06
0.8,0.0114739118,-7.06607608e-08,0,0.253732949,220.45932,-0.00022796214,1,3.78378354e-05,0.00850000046,3.78378354e-05,4.99999987e-06
0.8,0.0111410841,-2.15866436e-07,0,0.235637963,281.781525,-0.000208294688,1,3.91891881e-05,0.00850000046,3.91891881e-05,4.99999987e-06
0.8,0.0107145198,-3.45358956e-07,0,0.212852284,367.15094,-0.000179389899,1,4.05405408e-05,0.00850000046,4.05405408e-05,4.99999987e-06
0.8,0.0101528578,4.6928335e-07,0,0.180980265,504.557465,-0.000134395901,1,4.18918899e-05,0.00850000046,4.18918899e-05,4.99999987e-06
0.8,0.00935949478,2.06266486e-06,0,0.123980783,743.848022,-7.4744501e-05,1,4.32432425e-05,0.00850000046,4.32432425e-05,4.99999987e-06
0.8,0.00815333985,7.21799211e-07,0,0.0484269969,1075.69788,-2.37824206e-05,1,4.45945952e-05,0.00850000046,4.45945952e-05,4.99999987e-06
0.8,0.00645891065,-1.60413867e-06,0,0.00626610313,1371.34082,-1.01001024e-06,1,4.59459443e-05,0.00850000046,4.59459443e-05,4.99999987e-06
0.8,0.00445029978,-9.56653935e-07,0,0.000101807447,1544.07666,2.11022143e-06,1,4.7297297e-05,0.00850000046,4.7297297e-05,4.99999987e-06
0.8,0.00228893966,-6.94731881e-08,0,-6.60349633e-06,1647.87915,6.28531666e-07,1,4.8648646e-05,0.00850000046,4.8648646e-05,4.99999987e-06
0.8,0,0,0,4.53350003e-06,1742.17004,8.95524974e-13,1,4.99999987e-05,0.00850000046,4.99999987e-05,4.99999987e-06
