Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.5,0,0,0,4.62513981e-06,1742.84998,-5.46875479e-12,1,0,0.00850000046,0,4.99999987e-06
0.5,0.00228982861,7.11766646e-08,0,-6.73545765e-06,1648.51538,6.31787429e-07,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
0.5,0.0044520162,9.63680691e-07,0,0.000103627885,1544.57471,2.11557017e-06,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
0.5,0.00646114489,1.60275602e-06,0,0.00632695621,1371.3396,-1.04888977e-06,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
0.5,0.00815505721,-7.33371905e-07,0,0.0486731194,1075.06067,-2.39561195e-05,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
0.5,0.00935999397,-2.06416166e-06,0,0.124299318,743.073486,-7.50750696e-05,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
0.5,0.010152461,-4.64293294e-07,0,0.18119733,504.058868,-0.000134778078,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
0.5,0.01071369,3.46880739e-07,0,0.212994382,366.909241,-0.000179719544,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
0.5,0.0111400662,2.1552539e-07,0,0.235728681,281.689697,-0.000208542886,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
0.5,0.0114728231,7.05192988e-08,0,0.25377658,220.461823,-0.000228120451,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
0.5,0.011734467,4.16560333e-08,0,0.269197196,173.294159,-0.000241985443,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
0.5,0.0119401999,3.44690712e-08,0,0.282383561,135.751251,-0.000251497608,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
0.5,0.0121006621,2.17878213e-08,0,0.294424981,105.138557,-0.000257779757,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
0.5,0.0122238407,1.27996875e-08,0,0.305405289,79.8123245,-0.000261817593,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
0.5,0.0123160295,8.25292368e-09,0,0.315784186,58.7453499,-0.000264297647,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
0.5,0.0123823946,5.65005553e-09,0,0.325413913,41.2305794,-0.000265696784,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
0.5,0.0124273049,3.73301168e-09,0,0.334530324,26.712389,-0.000266384479,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
0.5,0.0124544734,2.24919017e-09,0,0.342979461,14.728756,-0.000266653718,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
0.5,0.0124670351,8.30458202e-10,0,0.348950297,6.98906326,-0.000266723975,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
0.5,0.0124670351,-8.30457092e-10,0,0.348950297,6.9890604,-0.000266723975,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
0.5,0.0124544734,-2.24918861e-09,0,0.342979461,14.7287407,-0.000266653718,1,2.70270266e-05,0.00850000046,2.70270266e-05,4.99999987e-06
0.5,0.0124273058,-3.73300946e-09,0,0.334530324,26.7123718,-0.000266384479,1,2.83783775e-05,0.00850000046,2.83783775e-05,4.99999987e-06
0.5,0.0123823946,-5.6500542e-09,0,0.325413913,41.2305679,-0.000265696784,1,2.97297283e-05,0.00850000046,2.97297283e-05,4.99999987e-06
0.5,0.0123160295,-8.25291746e-09,0,0.315784186,58.7453117,-0.000264297647,1,3.10810792e-05,0.00850000046,3.10810792e-05,4.99999987e-06
0.5,0.0122238407,-1.27996795e-08,0,0.305405319,79.812294,-0.000261817593,1,3.24324319e-05,0.00850000046,3.24324319e-05,4.99999987e-06
0.5,0.0121006621,-2.17878213e-08,0,0.294424981,105.138557,-0.000257779757,1,3.37837846e-05,0.00850000046,3.37837846e-05,4.99999987e-06
0.5,0.0119402008,-3.44690534e-08,0,0.282383591,135.751175,-0.000251497637,1,3.51351337e-05,0.00850000046,3.51351337e-05,4.99999987e-06
0.5,0.0117344679,-4.16560262e-08,0,0.269197226,173.294098,-0.000241985472,1,3.64864864e-05,0.00850000046,3.64864864e-05,4.99999987e-06
0.5,0.011472824,-7.05190075e-08,0,0.25377664,220.461655,-0.000228120509,1,3.78378354e-05,0.00850000046,3.78378354e-05,4.99999987e-06
0.5,0.0111400662,-2.1552539e-07,0,0.235728681,281.689697,-0.000208542886,1,3.91891881e-05,0.00850000046,3.91891881e-05,4.99999987e-06
0.5,0.010713689,-3.46880427e-07,0,0.212994367,366.909302,-0.000179719515,1,4.05405408e-05,0.00850000046,4.05405408e-05,4.99999987e-06
0.5,0.0101524619,4.64290423e-07,0,0.181197405,504.058563,-0.000134778165,1,4.18918899e-05,0.00850000046,4.18918899e-05,4.99999987e-06
0.5,0.00935999397,2.06416257e-06,0,0.12429937,743.073242,-7.50751133e-05,1,4.32432425e-05,0.00850000046,4.32432425e-05,4.99999987e-06
0.5,0.00815505721,7.33372019e-07,0,0.0486731231,1075.06067,-2.39561195e-05,1,4.45945952e-05,0.00850000046,4.45945952e-05,4.99999987e-06
