Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.9,0,0,0,4.53256007e-06,1742.16003,1.04231001e-12,1,0,0.00850000046,0,4.99999987e-06
0.9,0.0022889236,6.94518718e-08,0,-6.60212345e-06,1647.87402,6.28492444e-07,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
0.9,0.00445027277,9.56567305e-07,0,0.000101785059,1544.0719,2.11015595e-06,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
0.9,0.00645887665,1.60415766e-06,0,0.0062653292,1371.34546,-1.00951695e-06,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
0.9,0.00815331843,-7.21653066e-07,0,0.0484239161,1075.70825,-2.37802597e-05,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
0.9,0.00935948733,-2.06264485e-06,0,0.123976767,743.858398,-7.47404265e-05,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
0.9,0.0101528559,-4.69348322e-07,0,0.180977419,504.564026,-0.000134390924,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
0.9,0.0107145207,3.45340453e-07,0,0.2128506,367.153564,-0.00017938533,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
0.9,0.0111410841,2.15870685e-07,0,0.23563686,281.782349,-0.000208291371,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
0.9,0.0114739109,7.06628569e-08,0,0.253731877,220.459229,-0.000227960219,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
0.9,0.0117354942,4.14940224e-08,0,0.269202173,173.225266,-0.000241932008,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
0.9,0.0119410949,3.43336026e-08,0,0.282435954,135.63974,-0.00025156542,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
0.9,0.01210141,2.16480203e-08,0,0.294520199,105.006592,-0.000257976295,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
0.9,0.0122244097,1.26898305e-08,0,0.305537015,79.6793671,-0.000262143876,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
0.9,0.0123164048,8.13622503e-09,0,0.315943092,58.6263618,-0.00026474864,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
0.9,0.0123826051,5.57218405e-09,0,0.325589627,41.1354599,-0.00026626038,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
0.9,0.0124273989,3.68544528e-09,0,0.334709346,26.6459064,-0.00026704013,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
0.9,0.0124544958,2.2298674e-09,0,0.343152612,14.690834,-0.00026737462,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
0.9,0.0124670351,8.35955638e-10,0,0.349113882,6.97090483,-0.000267478987,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
0.9,0.0124670351,-8.35954583e-10,0,0.349113882,6.97090197,-0.000267478987,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
0.9,0.0124544967,-2.22986607e-09,0,0.343152642,14.6908197,-0.00026737462,1,2.70270266e-05,0.00850000046,2.70270266e-05,4.99999987e-06
0.9,0.0124273989,-3.68544284e-09,0,0.334709346,26.6458874,-0.00026704013,1,2.83783775e-05,0.00850000046,2.83783775e-05,4.99999987e-06
0.9,0.0123826051,-5.57218227e-09,0,0.325589627,41.1354446,-0.00026626038,1,2.97297283e-05,0.00850000046,2.97297283e-05,4.99999987e-06
0.9,0.0123164048,-8.13621881e-09,0,0.315943092,58.6263275,-0.000264748669,1,3.10810792e-05,0.00850000046,3.10810792e-05,4.99999987e-06
0.9,0.0122244107,-1.26898225e-08,0,0.305537015,79.6793365,-0.000262143876,1,3.24324319e-05,0.00850000046,3.24324319e-05,4.99999987e-06
0.9,0.01210141,-2.16480203e-08,0,0.294520199,105.006592,-0.000257976295,1,3.37837846e-05,0.00850000046,3.37837846e-05,4.99999987e-06
0.9,0.0119410949,-3.43335849e-08,0,0.282435983,135.639664,-0.000251565449,1,3.51351337e-05,0.00850000046,3.51351337e-05,4.99999987e-06
0.9,0.0117354952,-4.14940153e-08,0,0.269202173,173.22522,-0.000241932023,1,3.64864864e-05,0.00850000046,3.64864864e-05,4.99999987e-06
0.9,0.0114739118,-7.06625656e-08,0,0.253731936,220.459061,-0.000227960278,1,3.78378354e-05,0.00850000046,3.78378354e-05,4.99999987e-06
0.9,0.0111410841,-2.15870685e-07,0,0.23563686,281.782349,-0.000208291371,1,3.91891881e-05,0.00850000046,3.91891881e-05,4.99999987e-06
0.9,0.0107145198,-3.4534014e-07,0,0.212850586,367.153625,-0.000179385301,1,4.05405408e-05,0.00850000046,4.05405408e-05,4.99999987e-06
0.9,0.0101528578,4.6934548e-07,0,0.180977494,504.56369,-0.000134391012,1,4.18918899e-05,0.00850000046,4.18918899e-05,4.99999987e-06
