Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
5e-06,0,0,0,0.203421995,2003.52002,-1.73171499e-09,1,0,0.00850000046,0,4.99999987e-06
5e-06,0.00234396476,-9.01937165e-06,0,0.209327444,1761.59033,4.87173238e-05,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
5e-06,0.00440989248,-8.57837131e-06,0,0.212883204,1516.36865,0.00013239382,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
5e-06,0.00621378142,-6.70779946e-06,0,0.210623473,1267.1842,0.000206807177,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
5e-06,0.00774907367,-8.85904046e-06,0,0.21018447,1014.22137,0.000287182134,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
5e-06,0.00899975933,-1.11416894e-05,0,0.210080966,774.666199,0.000369043206,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
5e-06,0.00998204574,-1.13948536e-05,0,0.210040092,568.329224,0.000450913445,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
5e-06,0.0107282959,-8.34378989e-06,0,0.21002315,402.279388,0.000514754851,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
5e-06,0.011278009,-4.52035829e-06,0,0.210014626,275.704926,0.000549435033,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
5e-06,0.0116715599,-1.99535998e-06,0,0.210009217,183.536713,0.000570850621,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
5e-06,0.011945975,-6.00450392e-07,0,0.210005805,119.006454,0.000586386654,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
5e-06,0.0121327052,6.64231763e-08,0,0.2100036,75.341629,0.000598122308,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
5e-06,0.0122569222,3.01360274e-07,0,0.21000199,46.664814,0.000606990186,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
5e-06,0.0123377759,3.17481465e-07,0,0.210001186,28.316597,0.000613562996,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
5e-06,0.012389278,2.48588464e-07,0,0.210000694,16.834219,0.000618373975,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
5e-06,0.0124213379,1.73977355e-07,0,0.210000202,9.76575279,0.000621826272,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
5e-06,0.0124405986,1.2192011e-07,0,0.209999993,5.43372536,0.000624174078,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
5e-06,0.0124513395,8.10016942e-08,0,0.209999993,2.70886874,0.000625641376,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
5e-06,0.0124561321,3.00359524e-08,0,0.209999993,1.21513927,0.000626365247,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
5e-06,0.0124561321,-3.00359133e-08,0,0.209999993,1.21513867,0.000626365247,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
5e-06,0.0124513395,-8.10016445e-08,0,0.209999993,2.70886588,0.000625641376,1,2.70270266e-05,0.00850000046,2.70270266e-05,4.99999987e-06
5e-06,0.0124405986,-1.21920067e-07,0,0.209999993,5.43372059,0.000624174078,1,2.83783775e-05,0.00850000046,2.83783775e-05,4.99999987e-06
5e-06,0.0124213379,-1.73977298e-07,0,0.210000202,9.76574898,0.000621826272,1,2.97297283e-05,0.00850000046,2.97297283e-05,4.99999987e-06
5e-06,0.012389278,-2.48588321e-07,0,0.210000694,16.8342018,0.000618373975,1,3.10810792e-05,0.00850000046,3.10810792e-05,4.99999987e-06
5e-06,0.0123377759,-3.17481408e-07,0,0.210001186,28.316576,0.000613562996,1,3.24324319e-05,0.00850000046,3.24324319e-05,4.99999987e-06
5e-06,0.0122569222,-3.01360274e-07,0,0.21000199,46.664814,0.000606990186,1,3.37837846e-05,0.00850000046,3.37837846e-05,4.99999987e-06
5e-06,0.0121327061,-6.64242492e-08,0,0.2100036,75.3415451,0.000598122308,1,3.51351337e-05,0.00850000046,3.51351337e-05,4.99999987e-06
5e-06,0.0119459759,6.00448857e-07,0,0.210005805,119.006378,0.000586386654,1,3.64864864e-05,0.00850000046,3.64864864e-05,4.99999987e-06
5e-06,0.0116715617,1.99535384e-06,0,0.210009217,183.536469,0.00057085068,1,3.78378354e-05,0.00850000046,3.78378354e-05,4.99999987e-06
5e-06,0.011278009,4.52035829e-06,0,0.210014626,275.704926,0.000549435033,1,3.91891881e-05,0.00850000046,3.91891881e-05,4.99999987e-06
5e-06,0.0107282959,8.34379171e-06,0,0.21002315,402.27948,0.000514754793,1,4.05405408e-05,0.00850000046,4.05405408e-05,4.99999987e-06
5e-06,0.0099820476,1.13948536e-05,0,0.210040092,568.328918,0.000450913562,1,4.18918899e-05,0.00850000046,4.18918899e-05,4.99999987e-06
5e-06,0.00899976026,1.11416903e-05,0,0.210080966,774.666016,0.000369043264,1,4.32432425e-05,0.00850000046,4.32432425e-05,4.99999987e-06
5e-06,0.00774907367,8.85904046e-06,0,0.21018447,1014.22137,0.000287182134,1,4.45945952e-05,0.00850000046,4.45945952e-05,4.99999987e-06
5e-06,0.00621378515,6.70779536e-06,0,0.210623473,1267.18372,0.000206807337,1,4.59459443e-05,0.00850000046,4.59459443e-05,4.99999987e-06
5e-06,0.00440989481,8.5783704e-06,0,0.212883204,1516.36841,0.000132393921,1,4.7297297e-05,0.00850000046,4.7297297e-05,4.99999987e-06
5e-06,0.00234396639,9.01937801e-06,0,0.209327459,1761.59009,4.87173602e-05,1,4.8648646e-05,0.00850000046,4.8648646e-05,4.99999987e-06
5e-06,0,0,0,0.203421995,2003.52002,-1.73169501e-09,1,4.99999987e-05,0.00850000046,4.99999987e-05,4.99999987e-06
