Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0005,0,0,0,0.0390459001,3109.8999,3.81173482e-10,1,0,0.00850000046,0,4.99999987e-06
0.0005,0.0025552602,-3.15939105e-05,0,0.182681069,1297.78992,-0.00034367331,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
0.0005,0.00341757108,1.11444378e-05,0,0.271256536,701.98468,-0.000585032045,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
0.0005,0.00440349616,9.06315654e-06,0,0.226489976,813.607666,-0.000365501182,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
0.0005,0.00561979972,-5.20159438e-06,0,0.220959842,886.667419,-0.00019854815,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
0.0005,0.00680545112,-1.22267375e-06,0,0.216051564,856.838806,-0.000152629756,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
0.0005,0.00793412421,-1.11450241e-07,0,0.214030474,808.610779,-0.000125160237,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
0.0005,0.00898970757,1.13003267e-07,0,0.212385654,752.06189,-9.70122928e-05,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
0.0005,0.00996532012,-1.58550595e-08,0,0.211698174,690.932007,-6.83843173e-05,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
0.0005,0.010855766,-2.28952803e-08,0,0.211280286,627.21405,-4.06395739e-05,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
0.0005,0.0116592031,-8.4238474e-09,0,0.21097441,562.4375,-1.34002685e-05,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
0.0005,0.0123747168,-3.40738193e-09,0,0.210745111,497.09314,1.36724984e-05,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
0.0005,0.0130016636,-1.77563031e-09,0,0.210569203,431.361755,4.07007392e-05,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
0.0005,0.0135396523,-5.7541909e-09,0,0.210425511,365.36554,6.77392527e-05,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
0.0005,0.0139883636,-1.54601594e-08,0,0.210312158,299.16156,9.48678135e-05,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
0.0005,0.0143475337,-7.51955387e-09,0,0.210258424,232.744568,0.000122310594,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
0.0005,0.0146168768,1.41040445e-07,0,0.210418493,166.120239,0.000150302134,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
0.0005,0.0147961527,3.54474139e-07,0,0.210990429,99.4822845,0.000176741625,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
0.0005,0.0148855625,2.16601492e-07,0,0.211639434,50.5228806,0.000194181237,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
0.0005,0.0148855625,-2.16601208e-07,0,0.211639434,50.5228615,0.000194181237,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
0.0005,0.0147961527,-3.54474395e-07,0,0.210990429,99.482193,0.000176741654,1,2.70270266e-05,0.00850000046,2.70270266e-05,4.99999987e-06
0.0005,0.0146168778,-1.41040772e-07,0,0.210418493,166.120148,0.000150302163,1,2.83783775e-05,0.00850000046,2.83783775e-05,4.99999987e-06
0.0005,0.0143475346,7.51953699e-09,0,0.210258424,232.744507,0.000122310608,1,2.97297283e-05,0.00850000046,2.97297283e-05,4.99999987e-06
0.0005,0.0139883636,1.54601825e-08,0,0.210312158,299.161438,9.48678644e-05,1,3.10810792e-05,0.00850000046,3.10810792e-05,4.99999987e-06
0.0005,0.0135396533,5.7541989e-09,0,0.210425511,365.365448,6.77392891e-05,1,3.24324319e-05,0.00850000046,3.24324319e-05,4.99999987e-06
0.0005,0.0130016636,1.77563031e-09,0,0.210569203,431.361755,4.07007392e-05,1,3.37837846e-05,0.00850000046,3.37837846e-05,4.99999987e-06
0.0005,0.0123747177,3.40736817e-09,0,0.210745111,497.093018,1.36725585e-05,1,3.51351337e-05,0.00850000046,3.51351337e-05,4.99999987e-06
0.0005,0.011659204,8.42384384e-09,0,0.21097441,562.437439,-1.34002312e-05,1,3.64864864e-05,0.00850000046,3.64864864e-05,4.99999987e-06
0.0005,0.0108557688,2.28951329e-08,0,0.211280286,627.213867,-4.06394938e-05,1,3.78378354e-05,0.00850000046,3.78378354e-05,4.99999987e-06
0.0005,0.00996532012,1.58550595e-08,0,0.211698174,690.932007,-6.83843173e-05,1,3.91891881e-05,0.00850000046,3.91891881e-05,4.99999987e-06
0.0005,0.00898970664,-1.13003146e-07,0,0.212385669,752.06189,-9.70123074e-05,1,4.05405408e-05,0.00850000046,4.05405408e-05,4.99999987e-06
