Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
2e-05,0,0,0,0.196226001,1367.40002,3.13850492e-08,1,0,0.00850000046,0,4.99999987e-06
2e-05,0.00171851891,-2.19118374e-06,0,0.208127886,1205.94006,-1.10960364e-05,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
2e-05,0.0032356733,4.6506608e-07,0,0.215668961,1090.55701,-9.56446365e-06,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
2e-05,0.00464341138,1.03697334e-06,0,0.211462975,1019.76978,2.52030259e-05,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
2e-05,0.00597601058,-5.01286252e-07,0,0.2105373,953.75769,6.60240621e-05,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
2e-05,0.00721171312,-4.4973558e-07,0,0.210280761,878.41571,9.92357891e-05,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
2e-05,0.0083453618,-3.73563864e-07,0,0.210173845,800.624084,0.000129750391,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
2e-05,0.00937599875,-3.82016992e-07,0,0.210116431,722.794617,0.000160600626,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
2e-05,0.010304301,-3.57185058e-07,0,0.210081026,646.031128,0.000191130355,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
2e-05,0.0111320382,-2.95781575e-07,0,0.210058108,571.148254,0.000220809758,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
2e-05,0.0118617564,-2.24242925e-07,0,0.210043147,498.777893,0.000249474746,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
2e-05,0.0124967238,-1.55576274e-07,0,0.210032821,429.375641,0.000277034444,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
2e-05,0.0130406246,-9.52398125e-08,0,0.210024938,363.207947,0.000303408015,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
2e-05,0.0134973535,-4.86275837e-08,0,0.21001862,300.345032,0.000328586757,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
2e-05,0.0138708334,-1.65460747e-08,0,0.210013703,240.664124,0.000352698786,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
2e-05,0.0141646424,2.23761116e-08,0,0.210010216,183.863251,0.000376073498,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
2e-05,0.0143819507,1.62708943e-07,0,0.210009858,129.48172,0.000399101205,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
2e-05,0.0145253344,3.31373798e-07,0,0.210015357,76.9290085,0.000420306664,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
2e-05,0.0145965563,1.92856021e-07,0,0.210022837,38.9264679,0.000434076908,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
2e-05,0.0145965563,-1.92855765e-07,0,0.210022837,38.9264488,0.000434076908,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
2e-05,0.0145253344,-3.31373997e-07,0,0.210015357,76.9289398,0.000420306693,1,2.70270266e-05,0.00850000046,2.70270266e-05,4.99999987e-06
2e-05,0.0143819517,-1.62709227e-07,0,0.210009858,129.481644,0.000399101235,1,2.83783775e-05,0.00850000046,2.83783775e-05,4.99999987e-06
2e-05,0.0141646424,-2.23761933e-08,0,0.210010216,183.863205,0.000376073527,1,2.97297283e-05,0.00850000046,2.97297283e-05,4.99999987e-06
2e-05,0.0138708344,1.65459308e-08,0,0.210013703,240.664017,0.000352698815,1,3.10810792e-05,0.00850000046,3.10810792e-05,4.99999987e-06
2e-05,0.0134973545,4.86272427e-08,0,0.21001862,300.34494,0.000328586786,1,3.24324319e-05,0.00850000046,3.24324319e-05,4.99999987e-06
2e-05,0.0130406246,9.52392583e-08,0,0.210024938,363.207947,0.000303408015,1,3.37837846e-05,0.00850000046,3.37837846e-05,4.99999987e-06
2e-05,0.0124967247,1.55575989e-07,0,0.210032821,429.375488,0.000277034502,1,3.51351337e-05,0.00850000046,3.51351337e-05,4.99999987e-06
2e-05,0.0118617574,2.24244104e-07,0,0.210043147,498.777802,0.000249474775,1,3.64864864e-05,0.00850000046,3.64864864e-05,4.99999987e-06
2e-05,0.011132041,2.95784588e-07,0,0.210058108,571.14801,0.00022080983,1,3.78378354e-05,0.00850000046,3.78378354e-05,4.99999987e-06
2e-05,0.010304301,3.57189919e-07,0,0.210081026,646.031128,0.000191130355,1,3.91891881e-05,0.00850000046,3.91891881e-05,4.99999987e-06
2e-05,0.00937599875,3.82022165e-07,0,0.210116431,722.794617,0.000160600612,1,4.05405408e-05,0.00850000046,4.05405408e-05,4.99999987e-06
2e-05,0.00834536366,3.73568611e-07,0,0.210173845,800.623962,0.000129750435,1,4.18918899e-05,0.00850000046,4.18918899e-05,4.99999987e-06
2e-05,0.00721171359,4.49740469e-07,0,0.210280761,878.415649,9.92358473e-05,1,4.32432425e-05,0.00850000046,4.32432425e-05,4.99999987e-06
2e-05,0.00597601058,5.01291481e-07,0,0.2105373,953.75769,6.60241421e-05,1,4.45945952e-05,0.00850000046,4.45945952e-05,4.99999987e-06
2e-05,0.00464341464,-1.03697175e-06,0,0.21146296,1019.76965,2.5203195e-05,1,4.59459443e-05,0.00850000046,4.59459443e-05,4.99999987e-06
2e-05,0.00323567516,-4.6506949e-07,0,0.215668976,1090.55688,-9.56436543e-06,1,4.7297297e-05,0.00850000046,4.7297297e-05,4.99999987e-06
2e-05,0.00171852007,2.19118533e-06,0,0.208127901,1205.93994,-1.10959418e-05,1,4.8648646e-05,0.00850000046,4.8648646e-05,4.99999987e-06
