Time,"U:0","U:1","U:2","c","gammadot","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0002,0,0,0,0.119769,2063.41992,-1.63051506e-09,1,0,0.00850000046,0,4.99999987e-06
0.0002,0.00206801505,-1.80805382e-05,0,0.196996301,1231.01392,-0.00015856672,1,1.35135133e-06,0.00850000046,1.35135133e-06,4.99999987e-06
0.0002,0.00328845321,5.75972399e-06,0,0.245184943,896.264771,-0.000284579,1,2.70270266e-06,0.00850000046,2.70270266e-06,4.99999987e-06
0.0002,0.00446430687,6.64416211e-06,0,0.218935758,901.476868,-0.0001817554,1,4.05405399e-06,0.00850000046,4.05405399e-06,4.99999987e-06
0.0002,0.00572288036,-2.40343866e-06,0,0.214275509,910.430908,-7.91578786e-05,1,5.40540532e-06,0.00850000046,5.40540532e-06,4.99999987e-06
0.0002,0.00692718057,-9.05362981e-07,0,0.21235767,863.792419,-4.11867913e-05,1,6.75675665e-06,0.00850000046,6.75675665e-06,4.99999987e-06
0.0002,0.0080561135,-9.84597364e-08,0,0.211520731,805.584717,-1.66499394e-05,1,8.10810798e-06,0.00850000046,8.10810798e-06,4.99999987e-06
0.0002,0.00910312124,6.39496918e-08,0,0.210970759,743.963135,8.46271723e-06,1,9.45945885e-06,0.00850000046,9.45945885e-06,4.99999987e-06
0.0002,0.010065536,2.10173852e-08,0,0.210685089,680.727966,3.46105917e-05,1,1.08108106e-05,0.00850000046,1.08108106e-05,4.99999987e-06
0.0002,0.010941742,-3.35735084e-09,0,0.210510388,616.640564,6.08190858e-05,1,1.21621615e-05,0.00850000046,1.21621615e-05,4.99999987e-06
0.0002,0.011731023,-4.72621764e-09,0,0.210386947,552.153809,8.69071082e-05,1,1.35135133e-05,0.00850000046,1.35135133e-05,4.99999987e-06
0.0002,0.0124330604,-1.74212289e-09,0,0.210295916,487.456055,0.000112969916,1,1.48648642e-05,0.00850000046,1.48648642e-05,4.99999987e-06
0.0002,0.0130476188,-4.12735374e-10,0,0.210226238,422.628937,0.000139082811,1,1.6216216e-05,0.00850000046,1.6216216e-05,4.99999987e-06
0.0002,0.0135745322,-5.33231503e-09,0,0.210169002,357.719055,0.000165277583,1,1.75675668e-05,0.00850000046,1.75675668e-05,4.99999987e-06
0.0002,0.014013757,-1.70478671e-08,0,0.21012339,292.745911,0.000191624291,1,1.89189177e-05,0.00850000046,1.89189177e-05,4.99999987e-06
0.0002,0.0143652325,-9.26996169e-09,0,0.210100368,227.704971,0.000218368179,1,2.02702704e-05,0.00850000046,2.02702704e-05,4.99999987e-06
0.0002,0.0146288108,1.41458074e-07,0,0.210159063,162.595276,0.000245787378,1,2.16216213e-05,0.00850000046,2.16216213e-05,4.99999987e-06
0.0002,0.0148043893,3.55501669e-07,0,0.210375607,97.485733,0.000271807396,1,2.29729721e-05,0.00850000046,2.29729721e-05,4.99999987e-06
0.0002,0.0148920761,2.16816275e-07,0,0.210622489,49.5944328,0.000289011718,1,2.4324323e-05,0.00850000046,2.4324323e-05,4.99999987e-06
0.0002,0.0148920761,-2.16815991e-07,0,0.210622489,49.5944138,0.000289011718,1,2.56756757e-05,0.00850000046,2.56756757e-05,4.99999987e-06
